ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a294,indicator red slow blow movement 1a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,20mm,1a,glass,5x20mm,,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,20mm  x  20mm,,5.2mm,20mm,35a,1a,250v,,,"['A316', 'A309', 'A293', 'A296', 'A325']"
a295,indicator red slow blow movement 2a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,2a,glass,5x20mm,e3,14.45j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,2a,250v,250v,,"['A233', 'A234', 'A296', 'A320', 'A299']"
a296,indicator red slow blow movement 2a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,20mm,2a,glass,5x20mm,,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,20mm  x  20mm,,4.7mm,20mm,35a,2a,250v,,,"['A309', 'A320', 'A295', 'A294', 'A325']"
a297,indicator red slow blow movement 4a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 4a 250vac 40a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,4a,glass,5 x 20mm,,69.1j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,40a,4a,250v,250v,,"['A298', 'A327', 'A299', 'A295', 'A293']"
a298,indicator red slow blow movement 4a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 4a 40a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,4a,glass,5 x 20mm,,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,40a,4a,250v,,,"['A297', 'A328', 'A309', 'A296', 'A294']"
a299,indicator red slow blow movement 5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 5a 250vac 50a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,5a,glass,5x20mm,,111j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,50a,5a,250v,250v,,"['A308', 'A409', 'A408', 'A255', 'A295']"
a300,indicator slow blow movement 5a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,,,,,5a,glass,5 x 20mm,,,,250v,,1.6typw,holder,,2.0,,,,,4.7mm,20mm,,,,,,"['A217', 'A281', 'A284', 'A289', 'A240']"
a301,indicator red slow blow movement 8a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 8a 250vac 80a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,8a,glass,5x20mm,,341.5j,low,250v,,4typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,80a,8a,250v,250v,,"['A302', 'A331', 'A93', 'A303', 'A292']"
a302,indicator red slow blow movement 8a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 8a 80a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,8a,glass,5 x 20mm,e3,,low,250v,,4typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,80a,8a,250v,,,"['A301', 'A332', 'A304', 'A331', 'A93']"
a303,indicator red slow blow movement 10a 250v holder plastic 5 x 20mm glass bulk cecsakcpseulvde electric indicator time lag blow 10a 250vac 100a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,10a,glass,5x20mm,,568j,low,250v,,4typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,100a,10a,250v,250v,,"['A304', 'A235', 'A134', 'A408', 'A301']"
a304,indicator red slow blow movement 10a 250v holder axial melf 5 x 20mm glass tr automotive cecsakcpseulvde electric indicator time lag blow 10a 100a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,10a,glass,5 x 20mm,e3,,low,250v,,4typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,100a,10a,250v,,,"['A303', 'A302', 'A134', 'A309', 'A329']"
a305,indicator slow blow movement 15a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,15a,glass,5 x 20mm,,,,250v,,1.6w,holder,,2.0,,,,,4.7mm,20mm,,,,,,"['A300', 'A323', 'A217', 'A375', 'A406']"
a306,indicator red slow blow movement 1.6a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 1.6a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,1.6a,glass,5x20mm,,23.35j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,1.6a,250v,250v,,"['A307', 'A253', 'A299', 'A295', 'A293']"
a307,indicator red slow blow movement 1.6a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 1.6a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,1.6a,glass,5 x 20mm,e3,,low,250v,,1.6w,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,1.6a,250v,,,"['A306', 'A309', 'A296', 'A294', 'A325']"
a308,indicator red slow blow movement 2.5a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 250vac 35a ir inlineholder,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,2.5a,glass,5 x 20mm,,23.25j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,2.5a,,250v,,"['A299', 'A409', 'A255', 'A295', 'A293']"
a309,indicator red slow blow movement 2.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 2.5a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,2.5a,glass,5 x 20mm,e3,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,2.5a,250v,,,"['A329', 'A296', 'A294', 'A325', 'A307']"
a310,indicator slow blow movement 0.032a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,0.032a,glass,5 x 20mm,,,,250v,,,holder,,2.0,,,,,4.7mm,20mm,,,,,,"['A300', 'A323', 'A217', 'A336', 'A340']"
a311,indicator slow blow movement 0.04a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,0.04a,glass,5 x 20mm,,,,250v,,1.6w,holder,,2.0,,,,,4.7mm,20mm,,,,,,"['A300', 'A323', 'A217', 'A336', 'A340']"
a312,indicator red slow blow movement 0.05a 250v holder axial melf 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.05a 35a ir supplemental 5x20mm,slow blow,,motor circuit,time lag,,20mm,5.2mm,0.05a,glass,5x20mm,e3,,low,250v,,1.6w,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.05a,250v,,,"['A257', 'A320', 'A117', 'A329', 'A316']"
a313,indicator red slow blow movement 6.3a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 6.3a 250vac 63a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,6.3a,glass,5x20mm,,198.5j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,63a,6.3a,250v,250v,,"['A314', 'A241', 'A110', 'A258', 'A259']"
a314,indicator red slow blow movement 6.3a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 6.3a 63a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.063a,glass,5 x 20mm,e3,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,63a,6.3a,250v,,,"['A313', 'A309', 'A330', 'A296', 'A294']"
a315,indicator slow blow movement 0.08a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,,,,,0.08a,glass,5 x 20mm,,,,250v,,,holder,,2.0,,,,,4.7mm,20mm,,,,,,"['A300', 'A323', 'A217', 'A104', 'A336']"
a316,indicator red slow blow movement 0.1a 250v holder axial melf 5 x 20mm glass tr ccccecsakcsemkoulvde electric indicator time lag blow 0.1a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.1a,glass,5 x 20mm,e3,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.1a,250v,,,"['A294', 'A329', 'A322', 'A293', 'A320']"
a317,indicator red slow blow movement 0.125a 250v holder plastic 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.125a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.125a,glass,5 x 20mm,,0.1465j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.125a,250v,250v,,"['A318', 'A319', 'A468', 'A321', 'A331']"
a318,indicator red slow blow movement 0.125a 250v holder plastic 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.125a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.125a,glass,5x20mm,,0.1465j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.125a,250v,250v,,"['A318', 'A319', 'A468', 'A321', 'A331']"
a319,indicator red slow blow movement 0.125a 250v holder axial melf 5 x 20mm glass tr ccccecsakcsemkoulvde electric indicator time lag blow 0.125a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.125a,glass,5 x 20mm,e3,,low,250v,,1.6w,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,1.25a,250v,,,"['A317', 'A318', 'A329', 'A316', 'A322']"
a320,indicator red slow blow movement 0.2a 250v holder axial melf 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.2a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.2a,glass,5x20mm,e3,,low,250v,,1.6w,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.2a,250v,,,"['A296', 'A295', 'A329', 'A316', 'A322']"
a321,indicator red slow blow movement 0.25a 250v holder plastic 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.25a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.25a,glass,5 x 20mm,,0.5405j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.25a,250v,250v,,"['A322', 'A287', 'A331', 'A317', 'A318']"
a322,indicator red slow blow movement 0.25a 250v holder axial melf 5 x 20mm glass tr ccccecsakcsemkoulvde electric indicator time lag blow 0.25a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.25a,glass,5 x 20mm,e3,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,0.25a,250v,,,"['A321', 'A329', 'A316', 'A320', 'A332']"
a323,indicator slow blow movement 0.25a holder 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,,,,,0.25a,glass,5 x 20mm,,,,250v,,1.6typw,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A121', 'A8', 'A300', 'A217', 'A336']"
a324,indicator red slow blow movement 3.15a 250v holder plastic 5 x 20mm glass bulk ccccecsakcpsesemkoulvde electric indicator time lag blow 3.15a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,3.15a,glass,5x20mm,,38.15j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,3.15a,250v,250v,,"['A92', 'A14', 'A299', 'A295', 'A293']"
a325,indicator red slow blow movement 3.15a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcpsesemkoulvde electric indicator time lag blow 0.315a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.315a,glass,5 x 20mm,e3,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,3.15a,250v,,,"['A309', 'A296', 'A294', 'A307', 'A329']"
a326,indicator red slow blow movement 0.4a 250v axial 5 x 20mm glass bulk ccccecsasemkoulvde electric indicator time lag blow 0.4a 250vac 35a ir supplemental through hole 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,22.5mm,5.8mm,0.4a,glass,5x20mm,e3,1.325j,low,250v,,1.6typw,through hole,through hole,2.0,125cel,-55cel,5.8mm  x  22.5mm,,5.8maxmm,22.5maxmm,35a,0.4a,250v,250v,,"['A327', 'A328', 'A297', 'A298', 'A265']"
a327,indicator red slow blow movement 0.4a 250v holder plastic 5 x 20mm glass bulk ccccecsasemkoulvde electric indicator time lag blow 0.4a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.4a,glass,5x20mm,,1.325j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.4a,250v,250v,,"['A326', 'A297', 'A328', 'A337', 'A409']"
a328,indicator red slow blow movement 0.4a 250v holder axial melf 5 x 20mm glass tr ccccecsapsesemkoulvde electric indicator time lag blow 0.4a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.4a,glass,5 x 20mm,e3,,low,250v,,,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,0.4a,250v,,,"['A298', 'A326', 'A327', 'A274', 'A309']"
a329,indicator red slow blow movement 0.5a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcsemkoulvde electric indicator time lag blow 0.5a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.5a,glass,5 x 20mm,,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,0.5a,250v,,,"['A309', 'A332', 'A316', 'A322', 'A330']"
a330,indicator red slow blow movement 0.63a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcsemkoulvde electric indicator time lag blow 0.63a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.63a,glass,5 x 20mm,e3,,low,250v,,1.6typw,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,0.63a,250v,,,"['A314', 'A329', 'A332', 'A316', 'A309']"
a331,indicator red slow blow movement 0.8a 250v holder plastic 5 x 20mm glass bulk ccccecsakcsemkoulvde electric indicator time lag blow 0.8a 250vac 35a ir supplemental inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.8a,glass,5 x 20mm,,3.37j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,35a,0.8a,250v,250v,,"['A292', 'A332', 'A301', 'A291', 'A321']"
a332,indicator red slow blow movement 0.8a 250v holder axial melf 5 x 20mm glass tr automotive ccccecsakcsemkoulvde electric indicator time lag blow 0.8a 35a ir supplemental 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,0.8a,glass,5 x 20mm,,,low,250v,,1.6w,holder,,2.0,125cel,-55cel,5.2mm  x  20mm,,4.7mm,20mm,35a,0.8a,250v,,,"['A331', 'A329', 'A302', 'A316', 'A309']"
a333,indicator electric indicator time lag blow 1a 250vac  150a ir inlineholder,,,,time lag,,20mm,5.2mm,,,,,3.33j,low,,,,,inlineholder,,,,5.2mm  x  20mm,,,,150a,1a,,250v,,"['A339', 'A335', 'A341', 'A214', 'A215']"
a334,indicator slow blow movement 1a holder 5 x 20mm electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,1a,,5 x 20mm,,,,250v,,,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A336', 'A340', 'A240', 'A95', 'A338']"
a335,indicator electric indicator time lag blow 4a 250vac  150a ir inlineholder,,,,time lag,,20mm,5.2mm,,,,,70.95j,low,,,,,inlineholder,,,,5.2mm  x  20mm,,,,150a,4a,,250v,,"['A339', 'A333', 'A337', 'A341', 'A214']"
a336,indicator slow blow movement 5 x 20mm electric indicator 5 x 20mm,slow blow,,,,,,,,,5 x 20mm,,,,,,,,,,,,,,,,,,,,,"['A340', 'A228', 'A21', 'A222', 'A226']"
a337,indicator red slow blow movement 4a 250v holder plastic 5 x 20mm bulk ccccsapsesemkoul electric indicator time lag blow 4a 250vac 150a ir inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,4a,,5 x 20mm,,330j,low,250v,,1.6w,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,150a,4a,250v,250v,,"['A335', 'A327', 'A341', 'A297', 'A42']"
a338,indicator slow blow movement 4a holder 5 x 20mm electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,4a,,5 x 20mm,,,,250v,,,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A226', 'A103', 'A280', 'A336', 'A340']"
a339,indicator electric indicator time lag blow 5a 250vac  150a ir inlineholder,,,,time lag,,20mm,5.2mm,,,,,114j,low,,,,,inlineholder,,,,5.2mm  x  20mm,,,,150a,5a,,250v,,"['A333', 'A335', 'A341', 'A214', 'A215']"
a340,indicator slow blow movement 5 x 20mm electric indicator 5 x 20mm,slow blow,,,,,,,,,5 x 20mm,,,,,,,,,,,,,,,,,,,,,"['A340', 'A228', 'A21', 'A222', 'A226']"
a341,indicator red slow blow movement 2.5a 250v holder plastic 5 x 20mm glass bulk ccccecsapsesemkoulvde electric indicator time lag blow 2.5a 250vac 150a ir inlineholder 5x20mm,slow blow,,supplementary protectionutilization equipment to provide individual protection,time lag,,20mm,5.2mm,2.5a,glass,5 x 20mm,,138j,low,250v,,1.6typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,,5.2mm,20mm,150a,2.5a,250v,250v,,"['A299', 'A308', 'A339', 'A409', 'A408']"
a342,unknown part,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,"['A129', 'A130', 'A131', 'A144', 'A236']"
a343,indicator slow blow movement 0.63a holder 5 x 20mm electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,0.63a,,5 x 20mm,,,,250v,,,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A230', 'A336', 'A340', 'A240', 'A95']"
a344,indicator fast movement 4a holder 6.3 x 32mm glass electric indicator 6.3 x 32mm,fast,,motor circuit,,,,,4a,glass,6.3 x 32mm,,,,250v,,,holder,,2.0,,,,,4.5mm,14.48mm,,,,,,"['A451', 'A346', 'A456', 'A461', 'A485']"
a345,indicator 2ag electric indicator fast blow 4a 125vac  500a ir inlineholder 2ag,,,,fast,,14.48mm,4.5mm,,,2ag,,9.4j,low,,,,,inlineholder,,125cel,-55cel,4.5mm  x  14.48mm,,,,500a,4a,125v,125v,125v,"['A347', 'A355', 'A353', 'A349', 'A351']"
a346,indicator fast movement 5a holder 6.3 x 32mm glass electric indicator 6.3 x 32mm,fast,,motor circuit,,,,,5a,glass,6.3 x 32mm,,,,125v,,,holder,,2.0,,,,,4.5mm,14.48mm,,,,,,"['A456', 'A461', 'A482', 'A450', 'A344']"
a347,indicator 2ag electric indicator fast blow 5a 125vac  500a ir inlineholder 2ag,,,,fast,,14.48mm,4.5mm,,,2ag,e3,17j,low,,,,,inlineholder,,125cel,-55cel,4.5mm  x  14.48mm,,,,500a,5a,250v,125v,125v,"['A345', 'A355', 'A353', 'A349', 'A351']"
a348,indicator fast movement 6a holder 6.3 x 32mm glass electric indicator 6.3 x 32mm,fast,,motor circuit,,,,,6a,glass,6.3 x 32mm,,,,250v,,,holder,,2.0,,,,,4.5mm,14.48mm,,,,,,"['A491', 'A524', 'A346', 'A456', 'A461']"
a349,indicator 2ag electric indicator fast blow 6a 125vac  500a ir inlineholder 2ag,,,,fast,,14.48mm,4.5mm,,,2ag,e3,22.1j,low,,,,,inlineholder,,125cel,-55cel,4.5mm  x  14.48mm,,,,500a,6a,125v,125v,125v,"['A347', 'A345', 'A355', 'A353', 'A351']"
a350,indicator fast movement 7a holder 6.3 x 32mm glass electric indicator 6.3 x 32mm,fast,,motor circuit,,,,,7a,glass,6.3 x 32mm,,,,250v,,,holder,,2.0,,,,,4.5mm,14.48mm,,,,,,"['A452', 'A526', 'A346', 'A456', 'A461']"
a351,indicator 2ag electric indicator fast blow 7a 125vac  500a ir inlineholder 2ag,,,,fast,,14.48mm,4.5mm,,,2ag,e3,40j,low,,,,,inlineholder,,125cel,-55cel,4.5mm  x  14.48mm,,,,500a,7a,125v,125v,125v,"['A347', 'A345', 'A355', 'A353', 'A349']"
a352,indicator fast movement 8a holder 6.3 x 32mm glass electric indicator 6.3 x 32mm,fast,,motor circuit,,,,,8a,glass,6.3 x 32mm,,,,250v,,,holder,,2.0,,,,,4.5mm,14.48mm,,,,,,"['A496', 'A530', 'A346', 'A456', 'A461']"
a353,indicator 2ag electric indicator fast blow 8a 125vac  500a ir inlineholder 2ag,,,,fast,,14.48mm,4.5mm,,,2ag,e3,56j,low,,,,,inlineholder,,125cel,-55cel,4.5mm  x  14.48mm,,,,500a,8a,125v,125v,125v,"['A347', 'A345', 'A355', 'A349', 'A351']"
